"SITE_ID", "GROUP_ID", "VARIABLE_GROUP", "SITE_DESC", 
"US-KCM", "33555", "GRP_SITE_DESC", "Initialized in April of 2007, the KCMP Tall Tower is one of the tallest towers in the AmeriFlux network, mounted on the 240 m high Minnesota Public Radio, 89.3FM "The Current" radio tower. Since 2007 we have been measuring a variety of species including carbon dioxide (and isotopes) water vapor (and isotopes) and methane. Our current work is focused on improving our understanding of the reactive nitrogen (i.e. nitrous oxide and ammonia) budget for the region. Great appreciation is given to Minnesota Public Radio KCMP 89.3FM for the use of their tower.", 
"US-KFB", "13175", "GRP_SITE_DESC", "Site experiencing woody encroachment and is burned every four years", 
"US-KFS", "11521", "GRP_SITE_DESC", "The study is an abandoned grassland at the Kansas Field Station and Ecological Reserves. The site is located within the tallgrass prairie-deciduous forest ecotonal area. The site was subjected to intensive agriculture from the 1940s through the late 1960s. In the mid-1970s, the site was planted with the cool-season grass Bromus inermis and used as a hay meadow until 1987. Then, mowing and burning approximately every five years maintained it as a grassland until 2007, when the eddy flux tower was installed.", 
"US-KL1", "14599", "GRP_SITE_DESC", "The site was under conventional corn/soybean rotation row crop agriculture for decades before conversion. The site was converted to no-till soybean in 2009 and to no-till continuous corn from 2010 onwards.", 
"US-KL2", "14624", "GRP_SITE_DESC", "The site was under conventional corn/soybean rotation row crop agriculture for decades before conversion. It was converted to no-till soybean in 2009 and to perennial switchgrass from 2010 onwards. Starting from 2011, the switchgrass is harvested every autumn/fall.", 
"US-KL3", "14650", "GRP_SITE_DESC", "The site was under conventional corn/soybean rotation row crop agriculture for decades before conversion. The site was converted to no-till soybean in 2009 and to perennial native prairie from 2010 onwards. Starting from 2011, the prairie is harvested every autumn/fall.", 
"US-KLS", "30939", "GRP_SITE_DESC", "Perenniel Agricultural site", 
"US-KM1", "14676", "GRP_SITE_DESC", "The site was planted to smooth brome grass under the USDA’s Conservation Reserve Program (CRP) grassland since 1987 before conversion. The grass was cut every three years but left in place. The site was converted to no-till soybean in 2009 and to no-till continuous corn from 2010 onwards.", 
"US-KM2", "14702", "GRP_SITE_DESC", "The site was planted to smooth brome grass under the USDA’s Conservation Reserve Program (CRP) grassland since 1987 before conversion. The grass was cut every three years but left in place. The site was converted to no-till soybean in 2009 and to perennial native prairie from 2010 onwards. Starting from 2011, the prairie is harvested every autumn/fall.", 
"US-KM3", "14729", "GRP_SITE_DESC", "The site was planted to smooth brome grass under the USDA’s Conservation Reserve Program (CRP) grassland since 1987 before conversion. The grass was cut every three years but left in place. The site was converted to no-till soybean in 2009 and to perennial switchgrass from 2010 onwards. Starting from 2011, the switchgrass is harvested every autumn/fall.", 
"US-KM4", "14757", "GRP_SITE_DESC", "The site was recruited to the USDA’s Conservation Reserve Program (CRP) grassland in 1987 when it was planted to smooth brome grass. The grass was cut every three years but left in place until 2009; uncut since then.", 
"US-Kon", "11537", "GRP_SITE_DESC", "Burned on an annual basis. Bison reintroduced in 1987. Experimental cattle herds in 1992", 
"US-KS1", "15548", "GRP_SITE_DESC", "The Kennedy Space Center Slash Pine Flatwoods site is located in the Merritt Island National Wildlife Refuge at the Kennedy Space Center (KSC) on the east coast of central Florida. Occupying 310 ha of local forest, the slash pine flatwoods ecosystem is managed as an uneven-aged stand with a sparsely populated overstory and a dense oak-dominated understory. Disturbances tend to occur on a 7 to 10 year cycle, mostly related to fire or hurricane activity. Prescribed fires have been conducted since 1969 to control understory fuel. The most recent burn was conducted in February of 1995. Following the burn, the stand was allowed to naturally regenerate into a open canopy of slash pines, less than 15% of canopy coverage ( on the order of 15-30 trees per ha), with a understory mostly composed of saw palmetto and scrub oak. There was a seasonally wet swale to the southeast that was on the margin of the flux tower footprint. A severe drought gripped most of Florida beginning in 1998 until the later half of 2001 resulting in four years of relatively low annual precipitation totals. Exceptionally high annual rainfall amounts in 2004 were the result of a pair of hurricanes that hit the area in August and September of 2004. Wind directions for the site are as follows: W and NW in the winter, afternoon E sea breeze in the summer.", 
"US-KS2", "15573", "GRP_SITE_DESC", "The Kennedy Space Center Scrub Oak site is located within the Merritt Island National Wildlife Refuge at the Kennedy Space Center (KSC) on the east coast of central Florida. Situated in a 10 ha scrub oak ecosystem, the surrounding stand was completely burned by a prescribed fire in 1996. The purpose of the burn was to control understory fuel load, which has been a common practice since 1969. Within a few weeks of the 1996 burn, the stand began to naturally regenerate from roots and rhizomes. Most scrub oak stands in the region undergo a 7 to 10 year disturbance cycle, mostly related to fire or hurricane activity. A severe drought gripped most of Florida beginning in 1998 until the later half of 2001 resulting in four years of relatively low amount of annual rainfall. Exceptionally high annual rainfall amount in 2004 was the result of a pair of hurricanes that hit the area in August and September of 2004.  Prevaling wind directions for the site are as follows: W to NW in the winter, afternoon E sea breeze in the summer.", 
"US-KS3", "79261", "GRP_SITE_DESC", "Salt marsh dominated by Distichlis and being encroached by Mangrove", 
"US-KS4", "79885", "GRP_SITE_DESC", "Salt marsh dominated by Spartina bakeri", 
"US-KUO", "11708", "GRP_SITE_DESC", "The site was a first-ring suburban residential neighborhood that experienced rapid residential development in the 1950s. Prior to that time, farms and nurseries were the predominant land-use types. There were no significant changes to the surrounding land use during the study.", 
"US-KUT", "11768", "GRP_SITE_DESC", "The site was a low-maintenace lawn consisting of cool-season turfgrasses, typical of residential lawns or urban parks in the study area. It was mowed to a height of 70 mm approximately once per week with clippings left to decompose on the surface, was not irrigated, and received one application of inorganic N fertilizer per year. The surrounding suburban residential neighborhood experienced rapid residential development in the 1950s; prior to that time, farms and nurseries were the predominant land-use types. Note that the land management of the field site changed (removal of the turfgrass lawn and planting of trees) AFTER the flux study was completed--this means that imagery after 2009 does not show the land conditions during the flux study.", 
"US-LA1", "85118", "GRP_SITE_DESC", "Brackish marsh, 40-70% organic matter, microtidal", 
"US-LA2", "85134", "GRP_SITE_DESC", "Fresh floatant Marsh, high organic, Davis Pond freshwater diversion, microtidal", 
"US-LA3", "85162", "GRP_SITE_DESC", "Saline marsh, 20-40% organic matter, microtidal, dominated by Spartina alterniflora + Juncus roemarianus, patchy open water area", 
"US-LGr", "13015", "GRP_SITE_DESC", "This site was establsihed in Jan 2013. This site is located in the Southern Great Plains region of Texas. The grass is Old World Bluestem (variety called WW-B Dahl) which is a C4 warm-season perennial bunch grass and remains vegetative much of the growing season. The peak growth generally occurs in mid to late July, with flowering starting in September and seed shedding in October. The soil at the field is clay loam. The climate of this region is semi-arid. The average long-term annual precipitation is 450 mm.", 
"US-Lin", "30780", "GRP_SITE_DESC", "None supplied.", 
"US-LL1", "83552", "GRP_SITE_DESC", "Mesic longleaf pine site with wiregrass in the understory and >90 year old Pinus palustris in the mid- and overstory", 
"US-LL2", "83594", "GRP_SITE_DESC", "Intermediate longeaf pine site with wiregrass in the understory and >90 year old Pinus palustris and Quercus spp. in the mid- and overstory and Quercus spp.", 
"US-LL3", "83612", "GRP_SITE_DESC", "Xeric longeaf pine site with wiregrass in the understory and >90 year old Pinus palustris and Quercus spp. in the mid- and overstory", 
"US-Los", "15287", "GRP_SITE_DESC", "Shrub wetland site, chosen to be representative of the wetlands within the WLEF tall tower flux footprint.  This is a deciduous shrub wetland.  Coniferous and grassy stands also exist within the WLEF flux footprint.  Solar power.  The site has excellent micrometeorological characteristics.", 
"US-LPH", "9315", "GRP_SITE_DESC", "The site was cleared for pasture, but not deeply plowed or planted, in the 18th and 19th centuries. Agriculture on the site was abandoned near the end of the 19th century. The forest within 200 to 300 m of the eddy covariance tower to the NW, W, SW, and S burned in an intense fire in 1957, which left few or no surviving trees.", 
"US-LWW", "5149", "GRP_SITE_DESC", "Grasslands, rangeland, Temperate, continental. Severe drought in 1998.", 
"US-Me1", "1789", "GRP_SITE_DESC", "An intermediate aged ponderosa pine forest that was severely burned in the 2002 Eyerly wildfire. All trees were killed (stand replacing event). Irvine et al (2007) GCB 13 (8), 1748–1760.", 
"US-Me2", "30310", "GRP_SITE_DESC", "The mean stand age is 71 years old and the stand age of the oldest 10% of trees is about 108 years old. This site is one of the Metolius core cluster sites with different age and disturbance classes and part of the AmeriFlux network. The overstory is almost exclusively composed of ponderosa pine trees (Pinus ponderosa Doug. Ex P. Laws) with a few scattered incense cedars (Calocedrus decurrens (Torr.) Florin) and has a peak leaf area index (LAI) of 2.1 m2 m-2. Tree height is relatively homogeneous at about 18 m, and the mean tree density is approximately 339 trees ha-1 (Irvine et al., 2008). The understory is sparse with an LAI of 0.2 m2 m-2 and primarily composed of bitterbrush (Purshia tridentata (Push) DC.) and greenleaf manzanita (Arctostaphylos patula Greene). Soils at the site are sandy (69%/24%/7% sand/silt/clay at 0–0.2 m depth and 66%/27%/7% at 0.2–0.5 m depth, and 54%/ 35%/11% at 0.5–1.0 m depth), freely draining with a soil depth of approximately 1.5 m (Irvine et al., 2008; Law et al., 2001b; Schwarz et al., 2004).", 
